PID,date_axis,height_cm
SC_8_8,Aug  2,3.7
CC_3_8,Aug  2,3.2
BH_7_8,Aug  2,4.3
YO11_5_18,Aug  2,2.2
SQ3_1_12,Aug  2,2.1
WR_2_16,Aug  2,NA
YO8_1_4,Aug  2,NA
LVTR1_7_6,Aug  2,3.7
DPR_8_16,Aug  2,6.4
CP3_3_1,Aug  2,2.1
SQ1_14_6,Aug  2,NA
SC_6_8,Aug  2,3.8
WL2_7_1,Aug  2,2.4
LV3_5_4,Aug  2,NA
WL1_7_10,Aug  2,1.7
LVTR1_4_2,Aug  2,2.7
CP2_1_6,Aug  2,2.9
LV1_8_7,Aug  2,1.2
WL2_3_1,Aug  2,1.3
SQ3_4_8,Aug  2,0.7
YO11_6_1,Aug  2,3.2
YO7_7_4,Aug  2,1.9
CP3_2_7,Aug  2,NA
LVTR1_5_12,Aug  2,1.9
TM2_4_8,Aug  2,NA
WL1_2_2,Aug  2,NA
YO7_7_16,Aug  2,NA
IH_6_8,Aug  2,NA
DPR_1_13,Aug  2,2.4
YO8_6_8,Aug  2,1.7
DPR_8_4,Aug  2,8.5
BH_3_8,Aug  2,4.6
YO4_2_9,Aug  2,4.5
FR_7_8,Aug  2,2
SQ1_2_6,Aug  2,2.9
CP2_2_15,Aug  2,NA
CP2_4_6,Aug  2,NA
SQ2_6_1,Aug  2,2.1
YO11_3_2,Aug  2,NA
buffer_buffer_buffer,Aug  2,NA
LVTR1*_buffer*_buffer,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
TM2*_buffer_buffer,Aug  2,NA
buffer_NA_NA,Aug  2,NA
WR_1_1,Aug  2,NA
SQ3_6_2,Aug  2,NA
YO8_1_5,Aug  2,4
IH_4_9,Aug  2,NA
WL2_2_2,Aug  2,2.8
CP2_4_7,Aug  2,NA
CP3_4_15,Aug  2,NA
YO4_9_2,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
LV1_1_8,Aug  2,NA
NA_NA_NA,Aug  2,NA
WL2_3_2,Aug  2,NA
FR_7_9,Aug  2,NA
LVTR1_2_7,Aug  2,1.6
SQ1_2_13,Aug  2,NA
CP3_5_2,Aug  2,2.9
SQ2_6_23,Aug  2,NA
YO11_5_2,Aug  2,NA
BH_5_9,Aug  2,NA
SQ1_6_9,Aug  2,NA
YO8_5_9,Aug  2,NA
IH_3_9,Aug  2,6.1
YO8_8_14,Aug  2,NA
YO7_4_5,Aug  2,NA
LVTR1_7_18,Aug  2,NA
TM2_6_13,Aug  2,NA
DPR_3_15,Aug  2,NA
YO8_3_5,Aug  2,2.3
SC_8_9,Aug  2,2
LV1_5_8,Aug  2,NA
FR_6_12,Aug  2,NA
CP3_6_2,Aug  2,NA
TM2_2_9,Aug  2,NA
TM2_4_4,Aug  2,NA
BH_2_9,Aug  2,4.7
IH_2_9,Aug  2,3.8
WL2_6_2,Aug  2,NA
CP2_2_14,Aug  2,2.5
WL2_7_2,Aug  2,6.2
WL1_7_15,Aug  2,3.8
CC_8_9,Aug  2,NA
CC_3_9,Aug  2,NA
SQ2_13_3,Aug  2,NA
SC_4_17,Aug  2,NA
WL2_8_2,Aug  2,NA
CP3_3_2,Aug  2,NA
YO7_6_5,Aug  2,NA
CC_2_9,Aug  2,7
YO11_6_2,Aug  2,2.4
SC_8_15,Aug  2,3.5
SQ2_6_2,Aug  2,1.3
WL2_1_2,Aug  2,3.3
YO7_1_5,Aug  2,3
DPR_8_5,Aug  2,6.1
FR_4_8,Aug  2,NA
YO8_2_5,Aug  2,2.4
IH_6_9,Aug  2,4.9
LVTR1_4_4,Aug  2,2.3
LV1_4_8,Aug  2,1.9
SQ1_14_9,Aug  2,2.6
WL1_10_1,Aug  2,NA
CP3_1_1,Aug  2,1.1
DPR_4_1,Aug  2,7.1
BH_3_9,Aug  2,NA
BH_4_9,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
WL1_7_14,Aug  2,NA
SC_2_18,Aug  2,3.2
WL1*_buffer_buffer,Aug  2,NA
NA_NA_NA,Aug  2,NA
DPR_6_7,Aug  2,NA
SC_5_14,Aug  2,NA
CP3_5_14,Aug  2,NA
IH_5_8,Aug  2,8.7
WL2_2_1,Aug  2,NA
LVTR1_8_20,Aug  2,NA
CP3_5_1,Aug  2,NA
WL2_6_1,Aug  2,2.3
YO7_3_9,Aug  2,2.6
SQ2_13_6,Aug  2,1.1
CC_2_8,Aug  2,NA
TM2_7_19,Aug  2,NA
LV1_1_7,Aug  2,2.1
FR_2_11,Aug  2,NA
BH_6_8,Aug  2,NA
YO8_3_4,Aug  2,NA
SC_5_8,Aug  2,NA
YO8_4_12,Aug  2,NA
BH_1_8,Aug  2,NA
SQ2_6_25,Aug  2,2.1
YO11_7_1,Aug  2,3.1
SQ2_8_1,Aug  2,NA
YO11_1_1,Aug  2,NA
YO7_5_3,Aug  2,2.1
DPR_4_13,Aug  2,NA
IH_1_8,Aug  2,7.9
LV3_7_8,Aug  2,NA
CP3_1_13,Aug  2,NA
LVTR1_8_23,Aug  2,NA
BH_4_8,Aug  2,NA
DPR_3_13,Aug  2,NA
NA_NA_NA,Aug  2,NA
CP2_5_6,Aug  2,1.6
SC_4_8,Aug  2,4
CP2_3_6,Aug  2,2.4
YO7_6_4,Aug  2,2.5
CP3_4_1,Aug  2,1.1
FR_5_9,Aug  2,NA
LV1_2_7,Aug  2,2.4
TM2_2_10,Aug  2,NA
WL2_5_1,Aug  2,5.5
BH*_buffer_buffer,Aug  2,NA
LV1_3_15,Aug  2,3.4
NA_NA_NA,Aug  2,NA
LVTR1*_buffer*_buffer,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
SQ3_4_2,Aug  2,NA
NA_NA_NA,Aug  2,NA
LV1_2_9,Aug  2,0.7
CP3_4_3,Aug  2,NA
YO11_8_3,Aug  2,NA
NA_NA_NA,Aug  2,NA
YO11_6_3,Aug  2,3.1
YO4_1_2,Aug  2,5
SQ2_1_2,Aug  2,NA
LVTR1_7_8,Aug  2,NA
TM2_6_2,Aug  2,11.5
DPR_8_6,Aug  2,7.8
NA_NA_NA,Aug  2,NA
WL1_3_5,Aug  2,NA
CP3_1_2,Aug  2,1.9
FR_7_10,Aug  2,NA
DPR_4_2,Aug  2,2.9
LV1_6_9,Aug  2,1.7
LVTR1_5_1,Aug  2,3.5
BH_7_10,Aug  2,NA
NA_NA_NA,Aug  2,NA
YO11_5_3,Aug  2,4.5
SQ1_14_8,Aug  2,NA
SC_6_10,Aug  2,2
YO7_7_6,Aug  2,2.4
TM2_3_2,Aug  2,5.1
YO8_5_10,Aug  2,NA
YO11_5_16,Aug  2,NA
WL2_7_3,Aug  2,3.5
LVTR1_8_11,Aug  2,NA
BH_6_10,Aug  2,4.8
LV1_5_9,Aug  2,3
CP3_6_3,Aug  2,NA
WR_2_20,Aug  2,NA
SQ1_14_5,Aug  2,2.9
CC_5_10,Aug  2,7.8
CP2_1_8,Aug  2,4.1
IH_2_10,Aug  2,6.3
LV1_4_9,Aug  2,2.4
SQ2_8_3,Aug  2,2.6
WR_3_2,Aug  2,5.9
CP3_7_12,Aug  2,2.5
WL2_8_3,Aug  2,NA
YO7_6_6,Aug  2,2.9
TM2_1_15,Aug  2,8.7
SQ2_11_2,Aug  2,4
IH_7_10,Aug  2,3.5
FR_4_9,Aug  2,NA
YO11_1_3,Aug  2,2.4
WL2_2_3,Aug  2,4.6
CC_9_10,Aug  2,5.1
TM2_1_9,Aug  2,12.4
YO8_3_6,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
FR_3_8,Aug  2,3
WL1_7_12,Aug  2,3.7
CP2_7_2,Aug  2,3.9
CP3_3_3,Aug  2,NA
YO7_5_14,Aug  2,3.9
DPR_6_17,Aug  2,3.7
YO4_9_1,Aug  2,3.6
SC_4_10,Aug  2,5
WL2_5_3,Aug  2,5.8
SQ1_2_12,Aug  2,NA
YO7_7_7,Aug  2,2.1
IH_3_11,Aug  2,5.5
BH_4_11,Aug  2,6
BH_6_11,Aug  2,7.5
SC_5_11,Aug  2,4.5
CC_2_11,Aug  2,8
YO7_4_3,Aug  2,4.9
TM2_6_4,Aug  2,7.3
FR_6_10,Aug  2,NA
IH_6_11,Aug  2,NA
LV1_8_10,Aug  2,NA
IH_1_11,Aug  2,NA
WL2*_buffer*_buffer,Aug  2,NA
WL2*_buffer*_buffer,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
TM2_7_2,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
YO11_3_12,Aug  2,1
LVTR1_7_14,Aug  2,NA
BH_5_10,Aug  2,8.5
IH_3_10,Aug  2,9.4
SC_8_10,Aug  2,5.9
SQ2_6_20,Aug  2,NA
TM2_2_7,Aug  2,NA
YO8_1_6,Aug  2,NA
WL1_4_12,Aug  2,NA
CC_4_10,Aug  2,NA
LVTR1_6_8,Aug  2,NA
CP2_3_8,Aug  2,NA
CC_2_10,Aug  2,7.5
LV3_7_6,Aug  2,NA
CP2_5_8,Aug  2,2.1
LV1_3_9,Aug  2,NA
SC_2_10,Aug  2,0.8
YO8_4_4,Aug  2,NA
SQ2_6_3,Aug  2,NA
SC_2_20,Aug  2,NA
DPR_6_9,Aug  2,NA
CP3_2_2,Aug  2,NA
WL2_3_3,Aug  2,3.8
NA_NA_NA,Aug  2,NA
YO11_7_3,Aug  2,1.6
NA_NA_NA,Aug  2,NA
LVTR1_3_4,Aug  2,NA
DPR_1_2,Aug  2,5.3
CP2_4_8,Aug  2,NA
YO7_2_13,Aug  2,NA
CC_1_10,Aug  2,NA
SC_5_10,Aug  2,NA
CP2_6_1,Aug  2,NA
BH_2_10,Aug  2,3.9
YO7_5_5,Aug  2,3.7
BH_3_10,Aug  2,NA
CC_8_10,Aug  2,3.5
YO8_6_10,Aug  2,5.2
BH_1_10,Aug  2,3.9
IH_5_10,Aug  2,8.5
WL2_6_3,Aug  2,NA
YO8_8_10,Aug  2,NA
CP3_5_3,Aug  2,NA
SC_6_14,Aug  2,NA
CP2_2_8,Aug  2,NA
IH_6_10,Aug  2,3.9
BH_4_10,Aug  2,6.2
LV1_8_9,Aug  2,3.5
SQ3_1_5,Aug  2,3.5
YO7_4_10,Aug  2,1.8
YO7_7_25,Aug  2,NA
IH_4_10,Aug  2,6.7
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
WL2_1_3,Aug  2,6.5
LV3_5_6,Aug  2,3.7
YO8_2_6,Aug  2,4.7
CC_3_10,Aug  2,7.9
YO4_2_11,Aug  2,8.4
IH_1_10,Aug  2,5.5
LVTR1_2_8,Aug  2,4.4
LV1_1_9,Aug  2,2.6
DPR_3_2,Aug  2,7.5
DPR_3_14,Aug  2,5.9
YO8_2_7,Aug  2,2.9
SQ3_2_6,Aug  2,NA
YO11_4_6,Aug  2,1.2
SC_4_11,Aug  2,2.4
SQ1_2_10,Aug  2,NA
TM2_1_10,Aug  2,5.8
DPR_8_15,Aug  2,NA
CC_4_11,Aug  2,8
CP2_7_3,Aug  2,3.6
IH_5_11,Aug  2,8.2
LVTR1_6_9,Aug  2,NA
BH_1_11,Aug  2,NA
YO8*_buffer*_buffer,Aug  2,NA
SC*_buffer*_buffer,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
LV1_8_11,Aug  2,2.5
TM2_1_11,Aug  2,10
SC_7_6,Aug  2,3.9
CC_1_12,Aug  2,6.1
CC_2_12,Aug  2,9.4
NA_NA_NA,Aug  2,NA
FR_4_11,Aug  2,4.3
DPR_4_4,Aug  2,7.9
YO8_1_8,Aug  2,4.2
WL2_8_5,Aug  2,7.2
CP2_6_7,Aug  2,2.7
IH_1_12,Aug  2,7.7
DPR_1_4,Aug  2,7.3
YO7_1_11,Aug  2,3.2
WL1_9_10,Aug  2,4.7
CP3_2_3,Aug  2,3.3
YO11_6_5,Aug  2,3.9
FR_6_8,Aug  2,2.5
WL1_7_13,Aug  2,2.5
LV1_1_10,Aug  2,NA
WL2_2_4,Aug  2,3
BH_5_11,Aug  2,3.1
TM2_5_13,Aug  2,NA
CP2_1_9,Aug  2,1.5
FR_4_10,Aug  2,NA
CP2_4_9,Aug  2,2
DPR_5_4,Aug  2,4.8
YO4_4_3,Aug  2,5.9
SQ1_5_9,Aug  2,NA
FR_3_10,Aug  2,NA
CP3_3_4,Aug  2,NA
LVTR1_7_10,Aug  2,NA
DPR_3_3,Aug  2,6.7
YO7_5_6,Aug  2,3
SC_6_11,Aug  2,4.5
SQ2_8_4,Aug  2,NA
DPR_1_3,Aug  2,6
WL1_9_4,Aug  2,2.5
SC_2_14,Aug  2,1.9
YO8_8_11,Aug  2,NA
YO11_5_4,Aug  2,2.6
CP2_2_9,Aug  2,4
DPR_4_3,Aug  2,4.5
BH_3_11,Aug  2,3.1
TM2_2_4,Aug  2,11.5
LVTR1_5_7,Aug  2,NA
YO11_7_4,Aug  2,2.5
YO8_6_11,Aug  2,NA
WL2_8_4,Aug  2,2.7
IH_7_11,Aug  2,6.5
LVTR1_4_6,Aug  2,3.1
LV1_6_10,Aug  2,NA
NA_NA_NA,Aug  2,NA
LV1*_buffer**_buffer,Aug  2,NA
SQ2_2_6,Aug  2,1.8
YO11_6_4,Aug  2,2.5
LVTR1_8_16,Aug  2,3.9
NA_NA_NA,Aug  2,NA
CP3_6_4,Aug  2,1.5
CC_1_11,Aug  2,NA
WL2_5_4,Aug  2,4.2
CC_3_11,Aug  2,8.1
CC_5_11,Aug  2,NA
CC_8_11,Aug  2,4.6
CP2_5_9,Aug  2,2.7
TM2_7_21,Aug  2,6
WL1_2_12,Aug  2,1.7
YO7_6_7,Aug  2,1.8
BH*_buffer_buffer,Aug  2,NA
YO8*_buffer*_buffer,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
YO11*_buffer*_buffer,Aug  2,NA
SC*_buffer*_buffer,Aug  2,NA
IH_7_12,Aug  2,6.7
YO11_8_14,Aug  2,NA
WL1_7_18,Aug  2,2.6
WR_2_11,Aug  2,NA
TM2_7_4,Aug  2,12.8
YO11_4_1,Aug  2,1.6
NA_NA_NA,Aug  2,NA
WL1_7_1,Aug  2,4.1
DPR_8_18,Aug  2,5.5
LV1_1_11,Aug  2,NA
CP3_3_5,Aug  2,4.4
CP2_7_4,Aug  2,3.7
SC_6_12,Aug  2,4.5
TM2_7_15,Aug  2,NA
LVTR1_6_14,Aug  2,1.8
YO8_8_12,Aug  2,NA
NA_NA_NA,Aug  2,NA
WR_2_18,Aug  2,3.9
SQ2_6_4,Aug  2,3.2
YO11_5_17,Aug  2,3.8
CP2_6_12,Aug  2,NA
YO11_1_4,Aug  2,4.5
CP3_1_14,Aug  2,NA
SC_8_11,Aug  2,2.5
SQ3_3_13,Aug  2,2.2
CP3_7_2,Aug  2,NA
WL2_1_4,Aug  2,2.1
CP3_5_4,Aug  2,2.1
YO8_3_7,Aug  2,NA
NA_NA_NA,Aug  2,NA
TM2_7_3,Aug  2,11.2
NA_NA_NA,Aug  2,NA
BH_7_11,Aug  2,6.4
LV1_3_10,Aug  2,2.5
YO8_5_11,Aug  2,3
WL2_7_4,Aug  2,3.8
DPR_6_10,Aug  2,NA
LVTR1_2_9,Aug  2,NA
IH_2_11,Aug  2,4.1
FR_7_11,Aug  2,6.7
YO11_8_4,Aug  2,NA
DPR_8_7,Aug  2,NA
SC_2_23,Aug  2,3.2
LV1_2_10,Aug  2,NA
YO8_1_7,Aug  2,NA
WL2_3_4,Aug  2,3
CP2_3_9,Aug  2,NA
YO7_4_13,Aug  2,NA
TM2_4_5,Aug  2,10.1
SC_2_11,Aug  2,NA
YO4_3_13,Aug  2,NA
YO4_2_12,Aug  2,NA
NA_NA_NA,Aug  2,NA
DPR*_buffer**_buffer,Aug  2,NA
SQ2_4_12,Aug  2,1.3
LV1_4_10,Aug  2,NA
LV3_7_2,Aug  2,NA
YO7_2_12,Aug  2,NA
WL2_6_4,Aug  2,1.8
YO7_6_18,Aug  2,NA
CP3_4_4,Aug  2,2.8
CP3_1_3,Aug  2,NA
CC_9_11,Aug  2,6
YO8_4_11,Aug  2,NA
IH_4_11,Aug  2,7.5
LV1_5_10,Aug  2,NA
BH_2_11,Aug  2,6.5
LVTR1_8_12,Aug  2,NA
LV3_5_7,Aug  2,2.1
NA_NA_NA,Aug  2,NA
YO8*_buffer*_buffer,Aug  2,NA
YO8*_buffer*_buffer,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
TM2*_buffer_buffer,Aug  2,NA
TM2*_buffer_buffer,Aug  2,NA
YO7_6_8,Aug  2,4
TM2_3_1,Aug  2,7
YO11_5_5,Aug  2,4.7
YO11_7_5,Aug  2,1.6
IH_3_12,Aug  2,5.1
IH_4_12,Aug  2,6
WL2_1_5,Aug  2,6.5
YO4_2_13,Aug  2,6.9
LVTR1_2_10,Aug  2,4.5
YO4_5_2,Aug  2,NA
YO7_6_15,Aug  2,4.1
SC_2_24,Aug  2,NA
BH_1_12,Aug  2,8.5
YO8_3_8,Aug  2,3
SC_8_12,Aug  2,6.6
CP2_4_10,Aug  2,4.9
IH_5_12,Aug  2,7
LV3_3_4,Aug  2,1.8
CC_3_12,Aug  2,10.5
LV1_5_11,Aug  2,NA
YO7_4_7,Aug  2,4
CP3_7_4,Aug  2,2.8
DPR_3_4,Aug  2,5.9
YO11_1_5,Aug  2,0.8
BH_3_12,Aug  2,6.2
YO8_5_12,Aug  2,4.4
CP2_5_10,Aug  2,4.4
LVTR1_5_10,Aug  2,2.4
CC_9_12,Aug  2,4.6
WL2_3_5,Aug  2,6.1
LV1_4_11,Aug  2,NA
BH_7_12,Aug  2,9.2
YO7_5_18,Aug  2,5.1
LVTR1_7_11,Aug  2,NA
SQ2_4_11,Aug  2,0.6
YO8_6_12,Aug  2,1
SQ2_8_5,Aug  2,3.3
LVTR1_4_7,Aug  2,NA
FR_7_12,Aug  2,NA
YO7_7_8,Aug  2,2.7
FR_3_2,Aug  2,7.7
LV3_5_8,Aug  2,5.7
CP2_3_10,Aug  2,3
SC_5_12,Aug  2,4.5
DPR_8_8,Aug  2,5.7
BH_2_12,Aug  2,8
CP3*_buffer*_buffer,Aug  2,NA
YO8*_buffer*_buffer,Aug  2,NA
DPR_4_5,Aug  2,NA
FR_7_13,Aug  2,NA
SQ3_2_1,Aug  2,NA
TM2_2_3,Aug  2,4
YO4_1_12,Aug  2,NA
SQ3_6_4,Aug  2,1.8
CC_8_13,Aug  2,4.5
CP3_5_6,Aug  2,5.2
BH_7_13,Aug  2,9.1
SC_5_13,Aug  2,NA
CP3_2_8,Aug  2,4.9
YO11_5_6,Aug  2,1.3
YO8_3_9,Aug  2,5.5
WR_2_15,Aug  2,NA
WL2_3_6,Aug  2,5.8
LV1_1_12,Aug  2,3
CC_4_13,Aug  2,7.6
CP2_3_11,Aug  2,6.7
CP3_7_11,Aug  2,1.5
CP3_4_6,Aug  2,5.1
YO7_7_9,Aug  2,4
BH_1_13,Aug  2,5.8
LVTR1_2_11,Aug  2,2.9
DPR_6_12,Aug  2,7.5
TM2_7_17,Aug  2,7.7
DPR_8_14,Aug  2,8.1
TM2_3_7,Aug  2,15.8
SQ2_6_18,Aug  2,NA
CP2_1_11,Aug  2,3.1
IH_1_13,Aug  2,8.5
YO11_4_5,Aug  2,1.1
LV1_5_12,Aug  2,3
IH_6_13,Aug  2,7.3
BH_3_13,Aug  2,7
BH*_buffer_buffer,Aug  2,NA
BH*_buffer_buffer,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
TM2*_buffer_buffer,Aug  2,NA
TM2*_buffer_buffer,Aug  2,NA
SQ1_2_3,Aug  2,5.6
WL1_2_4,Aug  2,5.3
CP3_5_5,Aug  2,5.4
YO4_3_12,Aug  2,3.5
CP2_2_10,Aug  2,4.3
YO7_5_7,Aug  2,4.5
BH_5_12,Aug  2,4.9
IH_2_12,Aug  2,4.3
LV1_3_11,Aug  2,3.5
BH_4_12,Aug  2,9
DPR_7_2,Aug  2,4.2
CC_4_12,Aug  2,9.5
LV1_6_11,Aug  2,2.5
BH_6_12,Aug  2,6.9
CC_8_12,Aug  2,6.8
WL2_6_5,Aug  2,2.1
WL2_2_5,Aug  2,6
WV_3_2,Aug  2,NA
SQ2_6_5,Aug  2,3.1
CC_5_12,Aug  2,10.6
SQ2_1_3,Aug  2,4.5
YO8_2_8,Aug  2,7.3
SC_2_12,Aug  2,4.5
SQ1_14_1,Aug  2,3.7
DPR_6_11,Aug  2,9.5
YO8_4_1,Aug  2,4.6
TM2_5_5,Aug  2,8.6
TM2_3_5,Aug  2,NA
CP3_1_4,Aug  2,5.4
CP3_6_5,Aug  2,4
SQ3_7_5,Aug  2,NA
IH_6_12,Aug  2,NA
WL2_5_5,Aug  2,5.5
YO11_8_5,Aug  2,NA
SC_4_12,Aug  2,NA
SQ3_1_4,Aug  2,NA
SQ3_3_7,Aug  2,3.3
CP3_4_5,Aug  2,NA
LVTR1_8_13,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
CP2_1_10,Aug  2,2
LV1_2_11,Aug  2,NA
WL2_7_5,Aug  2,NA
LVTR1_6_10,Aug  2,NA
LV1*_buffel_buffer,Aug  2,NA
LV1*_buffer*_buffer,Aug  2,NA
YO7_6_9,Aug  2,3.5
BH_5_13,Aug  2,NA
SC_2_13,Aug  2,NA
FR_5_8,Aug  2,NA
DPR_1_5,Aug  2,NA
LV1_4_12,Aug  2,NA
YO11_6_6,Aug  2,NA
CP2_5_11,Aug  2,1.9
TM2_7_5,Aug  2,13.8
LVTR1_7_13,Aug  2,NA
CC_2_13,Aug  2,11
WL2_7_6,Aug  2,5.2
CP3_3_6,Aug  2,4.5
YO8_2_9,Aug  2,NA
WL2_5_6,Aug  2,6.4
YO8_8_13,Aug  2,NA
LV3_5_9,Aug  2,2.5
SC_4_13,Aug  2,6.2
LV1_3_12,Aug  2,1.4
SQ2_1_6,Aug  2,5
SQ3_6_11,Aug  2,4
IH_7_13,Aug  2,8.1
CC_9_13,Aug  2,4.5
LVTR1_5_5,Aug  2,NA
DPR_3_5,Aug  2,NA
CP2_7_5,Aug  2,1.4
BH_2_13,Aug  2,5.7
SQ2_6_6,Aug  2,3.9
WL1_3_10,Aug  2,3.8
YO8_1_9,Aug  2,5.1
SC_2_27,Aug  2,3.4
LVTR1_7_17,Aug  2,NA
YO11_8_6,Aug  2,3.7
WL1_9_2,Aug  2,5
BH*_buffer_buffer,Aug  2,NA
BH*_buffer_buffer,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
BH*_buffer_buffer,Aug  2,NA
DPR_8_10,Aug  2,5.3
LV1_5_13,Aug  2,NA
WL2_5_7,Aug  2,4.8
CP2_6_13,Aug  2,5.6
CC_8_1,Aug  2,8.5
BH_6_1,Aug  2,8.2
SQ3_4_4,Aug  2,NA
SC_4_1,Aug  2,6.5
CP3_3_7,Aug  2,NA
YO7_7_10,Aug  2,3
SC_2_26,Aug  2,5.1
IH_6_1,Aug  2,3.9
NA_NA_NA,Aug  2,NA
CP2_5_12,Aug  2,6.5
YO8_5_14,Aug  2,6
NA_NA_NA,Aug  2,NA
WL2_8_7,Aug  2,5.5
NA_NA_NA,Aug  2,NA
CP3_2_11,Aug  2,4.5
NA_NA_NA,Aug  2,NA
IH_2_1,Aug  2,7.5
NA_NA_NA,Aug  2,NA
SC_2_1,Aug  2,5.5
TM2_2_6,Aug  2,8.2
DPR_6_13,Aug  2,4.7
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
SQ3_3_5,Aug  2,3.3
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
CP3_3_15,Aug  2,NA
CC_1_1,Aug  2,8.5
FR_6_9,Aug  2,4.2
YO8_2_10,Aug  2,3.5
LV3_7_4,Aug  2,2.9
YO8_6_13,Aug  2,NA
LV1_8_12,Aug  2,2.6
BH_4_13,Aug  2,7.1
YO8_4_3,Aug  2,NA
TM2_1_12,Aug  2,12.5
FR_6_4,Aug  2,NA
LV3_7_3,Aug  2,NA
YO4_5_3,Aug  2,4.9
WL2_8_6,Aug  2,1.8
CP2_4_11,Aug  2,1.5
CP2_4_14,Aug  2,6.3
YO7_3_3,Aug  2,NA
SC_4_14,Aug  2,7
CP3_1_5,Aug  2,NA
YO7_7_21,Aug  2,NA
TM2_6_10,Aug  2,10.1
WL2_1_6,Aug  2,2.9
CP3_6_6,Aug  2,4.8
WL2_6_6,Aug  2,6.1
WL1_7_2,Aug  2,3.5
YO11_6_16,Aug  2,NA
LVTR1_4_5,Aug  2,NA
IH_3_13,Aug  2,2
YO7_4_11,Aug  2,3.9
FR_4_12,Aug  2,NA
BH_6_13,Aug  2,4
CC_5_13,Aug  2,7
CP3_1_6,Aug  2,2.4
YO8_6_1,Aug  2,NA
WL2_2_7,Aug  2,4.8
BH*_buffer_buffer,Aug  2,NA
NA_NA_NA,Aug  2,NA
LV3_5_10,Aug  2,NA
BH*_buffer_buffer,Aug  2,NA
NA_NA_NA,Aug  2,NA
YO7_7_15,Aug  2,3.5
YO7_5_9,Aug  2,3.5
NA_NA_NA,Aug  2,NA
LVTR1_8_25,Aug  2,NA
NA_NA_NA,Aug  2,NA
YO8_1_10,Aug  2,NA
TM2_5_11,Aug  2,13.5
CP2_7_6,Aug  2,NA
NA_NA_NA,Aug  2,NA
CC_5_1,Aug  2,7.9
DPR_3_6,Aug  2,7.2
YO4_2_14,Aug  2,NA
YO11_8_7,Aug  2,6.6
SQ3_7_7,Aug  2,NA
YO8_8_1,Aug  2,7.2
SQ2_4_6,Aug  2,NA
IH_4_1,Aug  2,12.4
NA_NA_NA,Aug  2,NA
YO7_4_1,Aug  2,4.1
NA_NA_NA,Aug  2,NA
WL1_7_3,Aug  2,3.8
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
WR_2_21,Aug  2,NA
CC_3_1,Aug  2,12.1
CP2_1_12,Aug  2,3.5
NA_NA_NA,Aug  2,NA
SC_8_1,Aug  2,5.6
NA_NA_NA,Aug  2,NA
YO7_7_26,Aug  2,NA
WL2_3_7,Aug  2,NA
LVTR1_2_12,Aug  2,NA
SC_6_1,Aug  2,NA
SQ1_3_6,Aug  2,NA
SQ2_8_6,Aug  2,NA
CP2_2_11,Aug  2,4
CC_3_13,Aug  2,11.5
YO11_7_6,Aug  2,3.6
LV1_6_12,Aug  2,NA
YO4_2_1,Aug  2,4.6
WL1_7_19,Aug  2,1
LVTR1_6_11,Aug  2,1.9
CC_1_13,Aug  2,NA
SC_6_13,Aug  2,4.9
LV1_2_12,Aug  2,NA
YO11_1_6,Aug  2,4.2
DPR_8_9,Aug  2,6.4
YO7_5_8,Aug  2,4.8
WL2_2_6,Aug  2,3.8
TM2_5_7,Aug  2,NA
YO8_5_13,Aug  2,NA
SQ1_14_11,Aug  2,6.7
YO7_4_8,Aug  2,NA
SC_8_13,Aug  2,2.1
DPR_5_5,Aug  2,NA
IH_4_13,Aug  2,NA
